order_item_id,order_id,menu_item_id,quantity,item_price
150,113,2,1,6.5
151,114,12,1,7.0
152,114,30,1,7.75
153,115,29,1,9.25
154,116,1,1,6.25
155,116,17,1,8.5
156,117,32,1,8.25
157,118,2,1,6.5
158,119,27,1,7.5
159,119,25,1,6.25
160,120,25,1,6.25
161,121,26,1,8.5
162,121,27,1,7.5
163,122,32,1,8.0
164,123,27,1,8.25
165,124,14,1,7.0
166,125,29,1,7.75
167,126,6,1,6.25
168,127,27,1,6.75
169,128,6,1,6.25
170,129,2,1,6.5
171,129,1,1,8.5
172,130,29,1,7.0
173,130,29,1,7.0
174,130,7,1,7.25
175,131,29,1,7.75
176,132,7,1,8.75
177,133,36,1,8.25
178,134,27,1,6.75
179,135,21,1,7.25
180,135,2,1,7.25
181,136,9,1,7.5
182,136,2,1,7.25
183,137,17,1,7.0
184,138,9,1,8.25
185,138,29,1,7.0
186,139,2,1,8.0
187,140,29,1,7.0
188,141,27,1,7.5
189,142,2,1,8.0
190,143,27,1,6.75
191,144,26,1,6.25
192,145,29,1,7.0
193,145,34,1,8.5
194,146,29,1,7.0
195,146,22,1,9.75
196,146,1,1,7.25
197,147,7,1,8.0
198,147,34,1,7.0
199,148,2,1,6.5
200,149,20,1,6.75
201,149,37,1,7.75
202,150,9,1,6.75
203,151,37,1,7.75
204,151,36,1,7.5
205,152,33,1,8.75
206,152,27,1,6.75
207,153,1,1,7.25
208,154,7,1,6.5
209,155,27,1,6.75
210,156,19,1,8.25
211,156,5,1,8.0
212,157,11,1,6.0
213,158,21,1,8.75
214,159,27,1,9.0
215,159,27,1,6.75
216,160,17,1,7.0
217,161,29,1,7.0
218,162,1,1,8.5
219,163,8,1,7.25
220,164,29,1,7.75
221,165,36,1,9.75
222,166,5,1,7.25
223,167,39,1,7.75
224,168,9,1,7.5
225,169,9,1,9.0
226,170,5,1,7.25
227,170,7,1,6.5
228,171,29,1,7.0
229,172,9,1,7.5
230,172,7,1,7.25
231,173,4,1,9.0
232,174,2,1,6.5
233,175,9,1,8.25
234,176,27,1,6.75
235,176,29,1,9.25
236,177,27,1,9.25
237,178,4,1,9.0
238,178,2,1,8.75
239,179,9,1,7.5
240,180,8,1,6.5
241,181,7,1,8.0
242,182,27,1,8.25
243,183,9,1,6.75
244,184,1,1,6.25
245,184,7,1,8.0
246,185,30,1,7.75
247,186,7,1,8.0
248,186,29,1,7.0
249,187,2,1,8.0
250,188,22,1,7.5
251,189,18,1,6.5
252,190,9,1,6.75
253,191,1,1,6.25
254,192,29,1,7.0
255,193,1,1,6.25
256,194,1,1,7.0
257,194,2,1,7.25
258,195,9,1,7.5
259,196,31,1,8.0
260,197,1,1,6.25
261,197,9,1,6.75
262,198,8,1,6.5
263,198,21,1,8.75
264,199,2,1,6.5
265,200,9,1,6.75
266,200,29,1,8.5
267,201,1,1,7.0
268,201,1,1,7.0
269,202,9,1,6.75
270,202,9,1,8.25
271,203,13,1,7.0
272,203,2,1,8.0
273,203,29,1,7.0
274,204,27,1,8.25
275,205,25,1,6.25
276,206,7,1,6.5
277,207,32,1,7.25
278,208,31,1,7.25
279,208,22,1,7.5
280,208,29,1,7.0
281,209,9,1,6.75
282,210,1,1,7.0
283,211,29,1,7.0
284,212,27,1,7.5
285,213,26,1,7.75
286,214,1,1,7.0
287,214,27,1,6.75
288,215,9,1,6.75
289,215,1,1,7.75
290,216,29,1,9.25
291,217,9,1,7.5
292,217,16,1,6.5
293,218,29,1,8.5
294,219,8,1,8.0
295,220,9,1,8.25
296,221,2,1,7.25
297,222,33,1,7.25
298,223,24,1,5.75
299,224,29,1,7.75
300,225,2,1,8.0
301,226,2,1,6.5
302,227,13,1,6.25
303,227,32,1,7.25
304,227,25,1,8.5
305,228,9,1,7.5
306,229,9,1,7.5
307,230,20,1,8.25
308,230,7,1,8.75
309,231,2,1,7.25
310,232,4,1,7.75
311,232,2,1,7.25
312,233,27,1,7.5
313,234,7,1,6.5
314,235,2,1,6.5
315,235,7,1,7.25
316,236,27,1,6.75
317,237,27,1,6.75
318,238,9,1,9.0
319,239,2,1,6.5
320,240,1,1,6.25
321,240,9,1,8.25
322,241,1,1,7.0
323,242,34,1,7.0
324,243,1,1,6.25
325,243,1,1,8.5
326,243,33,1,9.5
327,244,9,1,8.25
328,245,16,1,6.5
329,245,7,1,8.0
330,246,29,1,7.0
331,246,1,1,6.25
332,247,29,1,7.75
333,248,27,1,6.75
334,249,11,1,6.0
335,249,10,1,8.0
336,250,9,1,6.75
337,250,27,1,8.25
338,251,26,1,7.75
339,252,33,1,8.0
340,252,9,1,6.75
341,253,1,1,6.25
342,253,7,1,8.0
343,254,23,1,8.5
344,255,19,1,6.75
345,255,27,1,9.0
346,256,27,1,6.75
347,257,34,1,9.25
348,258,23,1,10.0
349,259,29,1,7.75
350,259,14,1,7.25
351,260,9,1,6.75
352,261,38,1,7.75
353,261,9,1,8.25
354,262,2,1,6.5
355,262,30,1,7.75
356,263,2,1,6.5
357,264,27,1,6.75
358,264,29,1,7.0
359,264,2,1,7.5
360,265,7,1,6.5
361,266,29,1,7.75
362,266,27,1,8.25
363,267,1,1,7.0
364,267,17,1,7.25
365,268,8,1,7.25
366,268,39,1,8.5
367,269,7,1,7.5
368,270,39,1,8.5
369,270,1,1,8.5
370,271,9,1,6.75
371,272,7,1,8.75
372,273,33,1,8.25
373,274,8,1,6.5
374,275,29,1,7.0
375,276,27,1,7.5
376,277,9,1,7.5
377,278,32,1,7.25
378,278,1,1,7.0
379,279,29,1,9.25
380,280,2,1,6.5
381,281,15,1,7.25
382,282,2,1,6.5
383,282,37,1,7.75
384,283,29,1,7.0
385,283,29,1,8.5
386,284,4,1,6.75
387,284,7,1,8.0
388,285,29,1,7.75
389,286,2,1,8.75
390,287,3,1,7.75
391,288,2,1,8.0
392,289,26,1,7.0
393,290,7,1,6.5
394,290,26,1,6.25
395,291,9,1,6.75
396,291,27,1,7.5
397,292,9,1,6.75
398,293,19,1,7.75
399,293,7,1,7.25
400,294,29,1,7.0
401,295,7,1,7.25
402,296,9,1,9.0
403,297,11,1,6.25
404,298,9,1,8.25
405,299,27,1,7.5
406,300,29,1,7.0
407,300,2,1,6.5
408,301,2,1,8.75
409,302,15,1,7.5
410,302,1,1,7.0
411,303,27,1,6.75
412,303,9,1,8.25
413,304,1,1,7.0
414,304,26,1,6.25
415,304,9,1,8.25
416,305,1,1,6.25
417,306,29,1,7.0
418,307,9,1,7.5
419,307,27,1,6.75
420,308,9,1,8.25
421,309,27,1,6.75
422,309,7,1,7.5
423,310,39,1,7.75
424,311,1,1,7.75
425,311,1,1,7.0
426,311,29,1,7.0
427,312,9,1,8.25
428,313,14,1,6.25
429,313,7,1,8.75
430,313,2,1,8.0
431,314,1,1,7.75
432,315,24,1,8.0
433,315,25,1,7.25
434,316,2,1,8.75
435,317,7,1,6.5
436,318,7,1,6.5
437,318,7,1,8.0
438,319,35,1,7.5
439,320,16,1,6.5
440,321,9,1,7.5
441,321,26,1,7.25
442,322,32,1,7.25
443,323,28,1,7.25
444,324,7,1,8.75
445,324,29,1,7.0
446,325,27,1,6.75
447,326,3,1,7.75
448,326,18,1,5.75
449,327,7,1,6.5
450,327,1,1,8.5
451,328,29,1,7.0
452,328,29,1,7.75
453,329,15,1,7.25
454,329,23,1,7.75
455,329,18,1,7.25
456,330,2,1,6.5
457,331,33,1,7.25
458,332,2,1,6.5
459,333,1,1,6.25
460,334,7,1,6.5
461,335,29,1,8.5
462,335,38,1,7.0
463,336,29,1,7.0
464,337,1,1,8.5
465,338,1,1,7.75
466,338,2,1,7.5
467,339,37,1,7.75
468,339,9,1,6.75
469,339,1,1,7.0
470,340,21,1,7.25
471,341,31,1,8.75
472,341,2,1,6.5
473,341,8,1,8.0
474,342,2,1,6.5
475,343,29,1,7.0
476,344,27,1,7.5
477,345,27,1,8.25
478,346,27,1,7.5
479,346,27,1,6.75
480,347,7,1,7.25
481,348,17,1,7.0
482,348,6,1,7.0
483,349,30,1,7.75
484,349,2,1,7.25
485,350,23,1,7.75
486,351,29,1,7.0
487,352,2,1,6.5
488,352,28,1,7.5
489,353,27,1,6.75
490,354,1,1,7.0
491,354,39,1,7.75
492,355,9,1,7.5
493,355,27,1,7.5
494,356,30,1,7.0
495,357,8,1,6.5
496,358,7,1,7.25
497,359,1,1,8.5
498,359,27,1,8.25
499,360,27,1,7.5
500,360,2,1,6.5
501,361,29,1,7.75
502,361,2,1,6.5
503,362,20,1,7.5
504,362,1,1,7.75
505,363,9,1,6.75
506,364,27,1,9.0
507,364,2,1,6.5
508,365,27,1,9.0
509,365,28,1,8.0
510,366,18,1,5.75
511,367,29,1,7.0
512,368,1,1,6.25
513,369,29,1,7.0
514,369,1,1,7.75
515,370,15,1,6.5
516,371,1,1,7.0
517,371,4,1,6.75
518,372,9,1,6.75
519,372,18,1,5.75
520,373,29,1,7.0
521,374,27,1,8.25
522,375,27,1,8.25
523,375,14,1,7.0
524,376,27,1,7.5
525,377,9,1,8.25
526,377,5,1,6.5
527,378,2,1,8.75
528,379,33,1,8.75
529,380,29,1,9.25
530,380,1,1,7.25
531,381,27,1,6.75
532,382,1,1,7.0
533,382,32,1,8.0
534,382,27,1,6.75
535,383,2,1,8.0
536,384,5,1,7.25
537,384,27,1,8.25
538,385,27,1,8.25
539,385,7,1,8.75
540,386,19,1,8.25
541,386,1,1,7.0
542,387,2,1,6.5
543,388,8,1,7.25
544,388,25,1,6.25
545,388,12,1,7.0
546,389,35,1,8.25
547,390,2,1,7.25
548,391,9,1,9.0
549,392,5,1,8.0
550,393,2,1,7.5
551,393,27,1,6.75
552,393,9,1,7.5
553,394,1,1,7.25
554,395,1,1,6.25
555,396,24,1,8.25
556,396,29,1,7.0
557,396,29,1,7.75
558,397,9,1,6.75
559,398,27,1,6.75
560,399,29,1,7.0
561,399,7,1,8.0
562,399,24,1,5.75
563,400,2,1,6.5
564,401,1,1,6.25
565,401,15,1,7.25
566,402,39,1,7.75
567,403,1,1,7.75
568,404,7,1,7.25
569,404,9,1,6.75
570,405,9,1,7.5
571,405,27,1,7.5
572,405,29,1,7.0
573,406,2,1,9.0
574,407,15,1,8.0
575,407,2,1,8.75
576,408,29,1,7.0
577,409,7,1,6.5
578,410,3,1,7.75
579,410,9,1,8.25
580,411,2,1,6.5
581,412,39,1,8.5
582,412,27,1,9.0
583,413,29,1,7.0
584,413,7,1,8.0
585,414,16,1,6.5
586,414,27,1,7.5
587,415,1,1,7.75
588,416,7,1,8.75
589,416,10,1,7.25
590,417,1,1,7.75
591,418,7,1,8.75
592,419,20,1,8.25
593,419,35,1,8.25
594,420,2,1,6.5
595,420,20,1,6.75
596,421,32,1,9.5
597,421,38,1,7.75
598,422,9,1,6.75
599,423,27,1,6.75
600,423,36,1,7.5
601,423,29,1,7.0
602,424,29,1,8.5
603,425,29,1,7.75
604,426,29,1,7.0
605,427,34,1,9.25
606,427,26,1,6.25
607,428,39,1,10.25
608,429,4,1,7.5
609,430,9,1,8.25
610,431,2,1,6.5
611,432,35,1,7.5
612,433,1,1,8.75
613,434,26,1,6.25
614,434,29,1,7.0
615,435,2,1,6.5
616,436,2,1,7.25
617,437,7,1,7.25
618,437,3,1,7.75
619,438,1,1,7.25
620,439,2,1,8.0
621,440,9,1,6.75
622,440,9,1,6.75
623,441,2,1,6.5
624,442,29,1,7.75
625,443,29,1,7.0
626,444,39,1,8.5
627,444,27,1,8.25
628,444,9,1,8.25
629,445,1,1,7.0
630,446,34,1,7.0
631,447,9,1,7.5
632,448,29,1,9.25
633,449,29,1,7.0
634,449,9,1,6.75
635,450,29,1,8.5
636,451,27,1,6.75
637,452,9,1,6.75
638,453,2,1,7.25
639,453,7,1,6.5
640,454,38,1,8.5
641,454,7,1,6.5
642,454,2,1,7.25
643,455,39,1,7.75
644,456,7,1,6.5
645,456,29,1,7.0
646,457,9,1,7.5
647,458,8,1,6.5
648,459,7,1,7.25
649,460,2,1,6.5
650,461,7,1,6.5
651,462,9,1,7.5
652,462,9,1,9.0
653,462,2,1,7.25
654,463,9,1,7.5
655,463,1,1,7.0
656,463,1,1,6.25
657,464,27,1,9.0
658,464,1,1,6.25
659,465,9,1,6.75
660,465,22,1,8.25
661,466,30,1,8.5
662,467,21,1,7.25
663,468,2,1,6.5
664,469,27,1,7.5
665,470,9,1,6.75
666,470,24,1,6.5
667,471,7,1,8.75
668,471,27,1,7.5
669,472,27,1,6.75
670,473,7,1,8.0
671,473,30,1,7.75
672,473,1,1,7.0
673,474,29,1,8.0
674,475,16,1,8.0
675,476,8,1,8.0
676,477,17,1,7.75
677,477,7,1,7.25
678,478,1,1,6.25
679,479,2,1,6.5
680,480,2,1,8.0
681,481,32,1,8.0
682,482,9,1,7.5
683,483,1,1,7.75
684,484,35,1,9.0
685,485,7,1,6.5
686,486,27,1,7.75
687,486,7,1,7.25
688,487,9,1,8.25
689,488,23,1,8.75
690,489,27,1,9.0
691,490,19,1,9.0
692,491,34,1,9.5
693,492,27,1,6.75
694,493,7,1,7.5
695,494,29,1,7.0
696,495,2,1,8.0
697,496,1,1,7.0
698,497,9,1,7.5
699,497,7,1,6.5
700,498,7,1,7.25
701,498,18,1,8.0
702,499,1,1,6.25
703,500,27,1,6.75
704,501,7,1,6.5
705,502,35,1,9.75
706,502,29,1,7.0
707,502,2,1,6.5
708,503,7,1,6.5
709,504,9,1,8.25
710,504,33,1,7.25
711,505,32,1,9.5
712,506,11,1,5.25
713,507,9,1,7.75
714,508,1,1,7.25
715,508,29,1,7.75
716,508,27,1,8.25
717,509,27,1,6.75
718,510,1,1,8.5
719,510,35,1,9.75
720,511,1,1,6.25
721,512,2,1,8.0
722,513,9,1,7.5
723,513,27,1,8.25
724,513,18,1,6.5
725,514,8,1,6.5
726,515,27,1,6.75
727,515,27,1,9.0
728,516,34,1,7.0
729,516,36,1,8.25
730,517,27,1,6.75
731,518,37,1,8.5
732,519,8,1,8.75
733,519,27,1,6.75
734,520,27,1,7.5
735,520,1,1,7.75
736,521,2,1,8.0
737,522,27,1,7.75
738,522,29,1,9.25
739,523,9,1,6.75
740,523,35,1,9.75
741,523,7,1,6.5
742,524,2,1,7.25
743,525,32,1,9.5
744,525,7,1,7.25
745,526,9,1,6.75
746,527,7,1,7.25
747,528,17,1,8.5
748,528,2,1,6.5
749,528,27,1,6.75
750,529,2,1,6.5
751,530,7,1,8.75
752,531,33,1,8.75
753,532,29,1,7.75
754,532,1,1,7.0
755,533,9,1,7.5
756,534,5,1,8.75
757,535,9,1,9.0
758,535,1,1,7.0
759,536,10,1,8.0
760,537,27,1,6.75
761,538,27,1,8.25
762,539,1,1,7.0
763,540,27,1,8.25
764,541,14,1,7.75
765,542,1,1,8.5
766,543,24,1,6.5
767,544,16,1,8.0
768,545,29,1,7.0
769,545,29,1,7.0
770,546,7,1,8.0
771,547,7,1,7.25
772,548,20,1,7.5
773,549,37,1,8.5
774,549,29,1,7.0
775,550,24,1,5.75
776,551,20,1,6.75
777,551,24,1,7.25
778,551,17,1,7.75
779,552,3,1,7.75
780,553,26,1,7.0
781,554,28,1,7.5
782,555,9,1,6.75
783,556,13,1,7.75
784,556,7,1,6.5
785,557,29,1,9.5
786,558,27,1,8.25
787,559,1,1,6.25
788,559,29,1,8.0
789,559,10,1,6.5
790,560,7,1,7.25
791,561,18,1,6.5
792,562,23,1,10.0
793,562,27,1,7.5
794,562,14,1,6.25
795,563,14,1,7.0
796,564,9,1,7.5
797,565,1,1,6.25
798,565,27,1,7.75
799,566,29,1,7.75
800,567,2,1,6.5
801,567,31,1,9.5
802,568,32,1,7.25
803,569,1,1,8.5
804,570,7,1,8.0
805,571,33,1,9.5
806,571,1,1,8.75
807,572,29,1,7.0
808,573,27,1,7.5
809,574,7,1,7.25
810,575,36,1,9.75
811,576,30,1,8.5
812,577,29,1,7.0
813,578,9,1,8.25
814,579,27,1,8.25
815,580,29,1,7.0
816,581,1,1,6.25
817,582,5,1,8.75
818,583,2,1,8.75
819,583,35,1,10.0
820,584,1,1,7.0
821,585,2,1,7.25
822,586,38,1,7.0
823,587,27,1,6.75
824,588,29,1,7.75
825,589,27,1,7.5
826,589,15,1,8.0
827,590,9,1,6.75
828,591,9,1,9.0
829,592,27,1,6.75
830,593,29,1,8.5
831,594,17,1,7.75
832,594,29,1,7.0
833,595,33,1,7.25
834,595,4,1,7.5
835,596,31,1,8.75
836,597,9,1,6.75
837,598,7,1,8.75
838,598,26,1,7.0
839,599,15,1,8.75
840,600,14,1,6.25
841,601,4,1,7.5
842,602,27,1,6.75
843,602,1,1,6.25
844,603,14,1,7.0
845,604,2,1,6.5
846,605,11,1,6.0
847,606,34,1,7.0
848,606,7,1,8.0
849,607,27,1,6.75
850,608,27,1,6.75
851,609,2,1,6.5
852,609,1,1,7.0
853,610,9,1,6.75
854,611,31,1,7.25
855,612,29,1,8.5
856,612,2,1,8.75
857,613,2,1,6.5
858,614,2,1,6.5
859,615,1,1,6.25
860,616,18,1,7.25
861,616,17,1,7.0
862,617,29,1,7.0
863,618,9,1,6.75
864,618,29,1,8.5
865,619,1,1,7.0
866,620,39,1,7.75
867,620,27,1,6.75
868,621,26,1,6.25
869,622,29,1,7.0
870,623,9,1,8.25
871,624,2,1,9.0
872,625,29,1,7.75
873,625,29,1,7.0
874,626,36,1,7.5
875,627,29,1,7.0
876,628,27,1,9.0
877,628,2,1,6.5
878,629,9,1,6.75
879,630,29,1,7.0
880,630,1,1,6.25
881,631,16,1,7.25
882,632,29,1,8.5
883,632,27,1,8.25
884,633,25,1,6.25
885,634,7,1,8.0
886,635,16,1,6.5
887,636,7,1,8.0
888,637,24,1,6.5
889,638,9,1,6.75
890,639,30,1,7.75
891,640,16,1,6.5
892,641,1,1,8.5
893,642,2,1,8.0
894,643,22,1,8.25
895,643,7,1,7.25
896,643,7,1,6.5
897,644,36,1,7.5
898,644,7,1,7.25
899,644,27,1,9.0
900,645,27,1,6.75
901,645,3,1,6.25
902,646,29,1,7.0
903,647,25,1,8.5
904,648,5,1,7.25
905,649,29,1,7.75
906,649,7,1,7.25
907,650,9,1,9.0
908,651,24,1,7.25
909,652,9,1,8.25
910,653,27,1,8.25
911,654,2,1,7.25
912,654,27,1,8.25
913,655,7,1,8.0
914,656,33,1,7.25
915,657,30,1,7.0
916,657,1,1,7.0
917,658,35,1,7.5
918,658,35,1,7.5
919,659,29,1,7.0
920,659,7,1,6.5
921,660,34,1,7.0
922,661,27,1,6.75
923,662,27,1,6.75
924,663,1,1,6.25
925,664,29,1,7.75
926,664,27,1,6.75
927,665,8,1,7.25
928,666,2,1,6.5
929,666,4,1,9.0
930,667,37,1,10.0
931,668,6,1,6.25
932,669,17,1,7.0
933,670,27,1,6.75
934,670,29,1,7.0
935,671,2,1,8.0
936,672,39,1,7.75
937,673,29,1,9.25
938,674,6,1,6.25
939,675,31,1,7.25
940,676,37,1,8.5
941,677,29,1,7.0
942,678,7,1,8.0
943,679,17,1,7.0
944,679,27,1,9.0
945,680,13,1,6.25
946,680,26,1,6.25
947,681,21,1,7.25
948,681,1,1,7.75
949,682,1,1,8.5
950,683,8,1,7.5
951,684,31,1,9.5
952,685,27,1,6.75
953,686,29,1,8.5
954,686,24,1,5.75
955,687,1,1,6.25
956,687,27,1,7.5
957,688,1,1,8.5
958,688,25,1,6.25
959,689,2,1,6.5
960,690,1,1,8.5
961,691,2,1,7.25
962,692,29,1,8.5
963,693,17,1,8.5
964,693,29,1,9.5
965,694,29,1,7.0
966,695,27,1,9.0
967,696,13,1,6.25
968,697,27,1,8.25
969,697,1,1,7.0
970,698,1,1,6.25
971,699,1,1,6.25
972,699,2,1,6.5
973,700,9,1,6.75
974,701,29,1,7.0
975,702,25,1,6.25
976,703,27,1,8.25
977,703,2,1,8.0
978,703,24,1,5.75
979,704,9,1,6.75
980,705,27,1,9.0
981,706,7,1,7.25
982,707,37,1,7.75
983,708,7,1,8.0
984,708,1,1,6.25
985,709,20,1,6.75
986,710,25,1,6.25
987,710,29,1,7.75
988,711,7,1,6.5
989,712,29,1,8.5
990,713,29,1,7.0
991,714,27,1,7.5
992,715,29,1,8.5
993,716,38,1,7.75
994,717,7,1,6.5
995,718,29,1,9.25
996,719,27,1,7.5
997,720,29,1,7.0
998,721,29,1,7.0
999,721,1,1,8.5
1000,722,2,1,6.5
1001,723,25,1,6.25
1002,723,7,1,6.5
1003,724,9,1,7.5
1004,725,27,1,7.5
1005,726,13,1,6.25
1006,727,29,1,7.75
1007,728,1,1,7.75
1008,729,29,1,7.0
1009,729,9,1,7.5
1010,729,29,1,7.75
1011,730,2,1,6.5
1012,731,29,1,7.0
1013,732,7,1,8.75
1014,733,32,1,7.25
1015,734,2,1,6.5
1016,735,27,1,7.5
1017,736,9,1,7.5
1018,737,29,1,7.75
1019,737,2,1,6.5
1020,738,7,1,7.25
1021,739,10,1,8.0
1022,740,2,1,6.5
1023,741,30,1,7.0
1024,741,39,1,8.5
1025,741,1,1,8.5
1026,742,9,1,8.25
1027,742,29,1,9.25
1028,743,9,1,6.75
1029,744,27,1,6.75
1030,745,1,1,7.75
1031,746,36,1,7.5
1032,747,31,1,8.0
1033,748,1,1,6.25
1034,748,7,1,8.75
1035,748,32,1,7.25
1036,749,7,1,6.5
1037,750,7,1,6.5
1038,750,7,1,6.5
1039,751,19,1,7.5
1040,752,1,1,6.25
1041,753,9,1,8.25
1042,754,1,1,8.5
1043,755,1,1,7.75
1044,756,27,1,6.75
1045,757,28,1,6.5
1046,758,18,1,5.75
1047,759,29,1,7.75
1048,760,1,1,7.75
1049,761,7,1,6.5
1050,762,29,1,7.75
1051,762,25,1,7.0
1052,763,2,1,7.5
1053,764,1,1,7.0
1054,765,27,1,7.75
1055,766,32,1,7.25
1056,767,34,1,8.5
1057,768,2,1,6.5
1058,768,30,1,8.5
1059,769,20,1,6.75
1060,770,9,1,6.75
1061,770,27,1,6.75
1062,771,29,1,7.0
1063,772,27,1,7.5
1064,772,29,1,7.0
1065,772,7,1,7.25
1066,773,22,1,9.75
1067,774,22,1,8.25
1068,775,29,1,7.75
1069,776,28,1,8.0
1070,777,27,1,8.25
1071,778,35,1,9.75
1072,778,9,1,6.75
1073,778,9,1,7.75
1074,779,1,1,6.25
1075,780,7,1,7.25
1076,781,1,1,7.75
1077,782,32,1,7.25
1078,783,29,1,9.25
1079,784,1,1,7.75
1080,784,9,1,6.75
1081,785,29,1,7.0
1082,786,15,1,6.5
1083,787,2,1,8.0
1084,788,29,1,8.5
1085,788,6,1,6.25
1086,789,27,1,8.25
1087,790,9,1,6.75
1088,791,28,1,8.0
1089,792,4,1,6.75
1090,792,18,1,6.5
1091,793,9,1,6.75
1092,794,7,1,8.75
1093,795,2,1,6.5
1094,795,2,1,7.25
1095,796,28,1,6.5
1096,796,27,1,7.5
1097,796,1,1,7.75
1098,797,7,1,8.0
1099,798,2,1,6.5
1100,799,2,1,8.75
1101,799,24,1,6.5
1102,799,2,1,6.5
1103,800,2,1,6.5
1104,801,8,1,6.5
1105,802,2,1,6.5
1106,802,5,1,6.5
1107,803,29,1,8.0
1108,804,1,1,7.0
1109,804,2,1,8.0
1110,805,19,1,6.75
1111,806,9,1,6.75
1112,806,27,1,7.5
1113,807,29,1,7.0
1114,808,7,1,8.0
1115,809,7,1,6.5
1116,810,34,1,7.0
1117,810,21,1,9.5
1118,811,8,1,8.0
1119,811,9,1,8.25
1120,812,33,1,7.25
1121,812,39,1,7.75
1122,812,36,1,7.5
1123,813,27,1,8.25
1124,814,7,1,8.0
1125,815,27,1,7.5
1126,816,9,1,8.25
1127,816,20,1,6.75
1128,817,10,1,6.5
1129,818,34,1,7.75
1130,819,6,1,6.25
1131,820,7,1,7.25
1132,820,2,1,7.25
1133,821,38,1,7.0
1134,822,9,1,6.75
1135,823,2,1,6.5
1136,824,30,1,7.0
1137,824,37,1,9.25
1138,824,29,1,8.0
1139,825,14,1,7.75
1140,826,7,1,8.0
1141,827,27,1,6.75
1142,828,2,1,8.0
1143,829,18,1,6.5
1144,830,27,1,6.75
1145,830,7,1,6.5
1146,831,7,1,8.0
1147,831,19,1,6.75
1148,832,31,1,9.75
1149,833,29,1,7.0
