order_id,order_date,total_cost,employee_id
227,2025-02-18 19:30:50,22.0,3
228,2025-02-18 19:32:28,7.5,1
229,2025-02-18 19:26:02,7.5,3
230,2025-02-18 19:08:47,17.0,6
231,2025-02-18 19:33:36,7.25,8
232,2025-02-18 19:45:52,15.0,12
233,2025-02-18 19:00:58,7.5,10
234,2025-02-18 19:24:18,6.5,9
235,2025-02-18 19:11:53,13.75,2
236,2025-02-18 19:54:03,6.75,9
237,2025-02-18 19:26:20,6.75,8
238,2025-02-18 20:47:36,9.0,10
239,2025-02-18 20:32:58,6.5,1
240,2025-02-18 20:44:17,14.5,7
241,2025-02-18 20:39:06,7.0,4
242,2025-02-18 20:07:07,7.0,9
243,2025-02-18 20:27:03,24.25,11
244,2025-02-18 20:55:03,8.25,7
245,2025-02-18 20:39:37,14.5,11
246,2025-02-18 20:11:47,13.25,8
247,2025-02-18 20:33:13,7.75,8
248,2025-02-18 20:30:32,6.75,3
249,2025-02-18 20:48:13,14.0,12
250,2025-02-18 20:16:02,15.0,12
251,2025-02-18 20:42:44,7.75,9
252,2025-02-18 20:20:39,14.75,6
253,2025-02-18 20:20:06,14.25,5
254,2025-02-18 20:57:33,8.5,11
255,2025-02-18 20:35:42,15.75,4
256,2025-02-18 20:28:53,6.75,3
257,2025-02-18 20:28:04,9.25,2
258,2025-02-18 20:34:43,10.0,8
259,2025-02-18 20:25:10,15.0,8
260,2025-02-18 20:46:27,6.75,5
261,2025-02-18 20:15:02,16.0,12
262,2025-02-18 21:10:13,14.25,6
263,2025-02-18 21:13:20,6.5,6
264,2025-02-18 21:46:01,21.25,8
265,2025-02-18 21:18:38,6.5,9
266,2025-02-19 08:08:07,16.0,4
267,2025-02-19 08:37:15,14.25,3
268,2025-02-19 08:31:25,15.75,11
269,2025-02-19 08:40:39,7.5,8
270,2025-02-19 08:08:52,17.0,4
271,2025-02-19 08:06:22,6.75,6
272,2025-02-19 08:12:32,8.75,7
273,2025-02-19 08:52:31,8.25,5
274,2025-02-19 08:41:57,6.5,2
275,2025-02-19 09:27:03,7.0,5
276,2025-02-19 09:08:06,7.5,2
277,2025-02-19 09:11:03,7.5,8
278,2025-02-19 09:31:09,14.25,9
279,2025-02-19 09:02:15,9.25,5
280,2025-02-19 09:22:27,6.5,10
281,2025-02-19 09:39:49,7.25,8
282,2025-02-19 09:24:07,14.25,10
283,2025-02-19 09:00:42,15.5,3
284,2025-02-19 10:24:38,14.75,9
285,2025-02-19 10:49:44,7.75,12
286,2025-02-19 10:02:43,8.75,7
287,2025-02-19 10:45:26,7.75,3
288,2025-02-19 10:43:06,8.0,1
289,2025-02-19 10:09:12,7.0,12
290,2025-02-19 10:03:37,12.75,6
291,2025-02-19 10:46:29,14.25,7
292,2025-02-19 10:47:06,6.75,2
293,2025-02-19 11:13:57,15.0,11
294,2025-02-19 11:18:19,7.0,9
295,2025-02-19 11:38:05,7.25,11
296,2025-02-19 11:52:03,9.0,6
297,2025-02-19 11:25:00,6.25,10
298,2025-02-19 11:00:05,8.25,12
299,2025-02-19 11:33:08,7.5,1
300,2025-02-19 11:23:35,13.5,8
301,2025-02-19 11:33:01,8.75,9
302,2025-02-19 11:55:13,14.5,3
303,2025-02-19 11:15:34,15.0,1
304,2025-02-19 11:29:43,21.5,5
305,2025-02-19 11:29:34,6.25,12
306,2025-02-19 11:20:07,7.0,2
307,2025-02-19 11:22:19,14.25,8
308,2025-02-19 11:25:43,8.25,2
309,2025-02-19 11:17:54,14.25,3
310,2025-02-19 11:31:23,7.75,11
311,2025-02-19 11:04:01,21.75,4
312,2025-02-19 11:49:24,8.25,6
313,2025-02-19 11:16:54,23.0,3
314,2025-02-19 11:36:54,7.75,3
315,2025-02-19 11:34:55,15.25,1
316,2025-02-19 11:59:11,8.75,12
317,2025-02-19 11:53:19,6.5,7
318,2025-02-19 11:19:22,14.5,8
319,2025-02-19 11:44:28,7.5,8
320,2025-02-19 11:19:56,6.5,2
321,2025-02-19 11:24:30,14.75,9
322,2025-02-19 12:18:10,7.25,9
323,2025-02-19 12:29:35,7.25,6
324,2025-02-19 12:14:06,15.75,11
325,2025-02-19 12:27:19,6.75,10
326,2025-02-19 12:02:49,13.5,9
327,2025-02-19 12:29:20,15.0,4
328,2025-02-19 12:42:33,14.75,5
329,2025-02-19 12:33:51,22.25,7
330,2025-02-19 12:23:44,6.5,1
331,2025-02-19 12:42:12,7.25,1
332,2025-02-19 12:20:20,6.5,7
333,2025-02-19 12:42:50,6.25,7
334,2025-02-19 12:24:03,6.5,5
335,2025-02-19 12:05:48,15.5,4
336,2025-02-19 12:18:04,7.0,4
337,2025-02-19 12:13:38,8.5,4
338,2025-02-19 12:33:24,15.25,6
339,2025-02-19 12:56:21,21.5,2
340,2025-02-19 12:29:16,7.25,8
341,2025-02-19 12:00:30,23.25,5
342,2025-02-19 12:44:28,6.5,2
343,2025-02-19 12:42:00,7.0,3
344,2025-02-19 12:53:38,7.5,10
345,2025-02-19 12:01:27,8.25,11
346,2025-02-19 12:58:40,14.25,12
347,2025-02-19 12:34:54,7.25,4
348,2025-02-19 12:58:43,14.0,8
349,2025-02-19 12:04:16,15.0,4
350,2025-02-19 12:34:44,7.75,7
351,2025-02-19 13:27:26,7.0,3
352,2025-02-19 13:17:22,14.0,1
353,2025-02-19 13:06:42,6.75,6
354,2025-02-19 13:43:59,14.75,6
355,2025-02-19 13:59:25,15.0,9
356,2025-02-19 13:49:42,7.0,11
357,2025-02-19 13:57:39,6.5,1
358,2025-02-19 13:35:31,7.25,2
359,2025-02-19 13:39:32,16.75,3
360,2025-02-19 13:16:19,14.0,6
361,2025-02-19 13:32:45,14.25,1
362,2025-02-19 13:40:12,15.25,7
363,2025-02-19 13:23:38,6.75,4
364,2025-02-19 13:15:35,15.5,3
365,2025-02-19 13:00:15,17.0,2
366,2025-02-19 13:31:34,5.75,9
367,2025-02-19 13:41:01,7.0,3
368,2025-02-19 13:22:28,6.25,6
369,2025-02-19 13:36:32,14.75,12
370,2025-02-19 13:34:08,6.5,5
371,2025-02-19 13:40:17,13.75,4
372,2025-02-19 13:19:59,12.5,1
373,2025-02-19 13:29:26,7.0,10
374,2025-02-19 13:27:31,8.25,5
375,2025-02-19 13:01:01,15.25,1
376,2025-02-19 13:01:15,7.5,6
377,2025-02-19 13:47:39,14.75,9
378,2025-02-19 13:07:08,8.75,6
379,2025-02-19 13:11:50,8.75,7
380,2025-02-19 14:58:53,16.5,1
381,2025-02-19 14:35:05,6.75,8
382,2025-02-19 14:51:12,21.75,9
383,2025-02-19 14:54:42,8.0,10
384,2025-02-19 14:51:06,15.5,5
385,2025-02-19 14:20:56,17.0,4
386,2025-02-19 14:34:19,15.25,1
387,2025-02-19 14:59:38,6.5,8
388,2025-02-19 14:12:28,20.5,8
389,2025-02-19 14:48:57,8.25,1
390,2025-02-19 14:18:45,7.25,8
391,2025-02-19 14:54:52,9.0,8
392,2025-02-19 14:57:13,8.0,1
393,2025-02-19 14:51:28,21.75,4
394,2025-02-19 14:41:18,7.25,2
395,2025-02-19 14:55:54,6.25,7
396,2025-02-19 14:27:36,23.0,2
397,2025-02-19 15:44:55,6.75,12
398,2025-02-19 15:19:37,6.75,12
399,2025-02-19 15:11:14,20.75,11
400,2025-02-19 15:40:51,6.5,10
401,2025-02-19 15:41:58,13.5,8
402,2025-02-19 15:07:23,7.75,3
403,2025-02-19 15:24:30,7.75,7
404,2025-02-19 15:14:40,14.0,4
405,2025-02-19 15:12:36,22.0,5
406,2025-02-19 15:29:09,9.0,6
407,2025-02-19 15:31:52,16.75,10
408,2025-02-19 15:38:21,7.0,2
409,2025-02-19 15:35:40,6.5,10
410,2025-02-19 15:26:49,16.0,5
411,2025-02-19 15:32:19,6.5,8
412,2025-02-19 15:39:42,17.5,11
413,2025-02-19 15:54:59,15.0,6
414,2025-02-19 16:42:54,14.0,2
415,2025-02-19 16:53:47,7.75,6
416,2025-02-19 16:22:33,16.0,4
417,2025-02-19 16:40:22,7.75,9
418,2025-02-19 16:05:56,8.75,1
419,2025-02-19 16:42:21,16.5,2
420,2025-02-19 16:52:06,13.25,6
421,2025-02-19 16:32:35,17.25,3
422,2025-02-19 16:47:42,6.75,5
423,2025-02-19 16:08:37,21.25,4
424,2025-02-19 16:04:50,8.5,5
425,2025-02-19 16:55:19,7.75,7
426,2025-02-19 16:04:22,7.0,8
427,2025-02-19 16:23:17,15.5,3
428,2025-02-19 16:16:40,10.25,10
429,2025-02-19 16:34:01,7.5,3
430,2025-02-19 16:47:56,8.25,7
431,2025-02-19 17:05:05,6.5,12
432,2025-02-19 17:14:29,7.5,10
433,2025-02-19 17:20:52,8.75,9
434,2025-02-19 17:50:56,13.25,12
435,2025-02-19 17:42:23,6.5,4
436,2025-02-19 17:59:15,7.25,9
437,2025-02-19 17:22:05,15.0,12
438,2025-02-19 17:17:17,7.25,9
439,2025-02-19 17:31:53,8.0,1
440,2025-02-19 17:08:18,13.5,10
441,2025-02-19 17:47:00,6.5,2
442,2025-02-19 17:52:34,7.75,7
443,2025-02-19 17:29:32,7.0,3
444,2025-02-19 17:10:42,25.0,4
445,2025-02-19 17:42:46,7.0,7
446,2025-02-19 17:28:35,7.0,4
447,2025-02-19 17:23:34,7.5,12
448,2025-02-19 17:55:34,9.25,2
449,2025-02-19 17:22:04,13.75,11
450,2025-02-19 17:07:58,8.5,8
451,2025-02-19 17:38:29,6.75,3
452,2025-02-19 17:37:00,6.75,12
453,2025-02-19 17:37:11,13.75,3
454,2025-02-19 17:17:46,22.25,7
455,2025-02-19 18:05:55,7.75,11
456,2025-02-19 18:32:16,13.5,2
457,2025-02-19 18:11:25,7.5,3
458,2025-02-19 18:17:11,6.5,12
459,2025-02-19 18:41:25,7.25,1
460,2025-02-19 18:45:51,6.5,3
461,2025-02-19 18:34:13,6.5,3
462,2025-02-19 18:42:48,23.75,7
463,2025-02-19 18:41:56,20.75,9
464,2025-02-19 18:32:37,15.25,3
465,2025-02-19 18:48:45,15.0,8
466,2025-02-19 18:34:34,8.5,3
467,2025-02-19 18:00:57,7.25,2
468,2025-02-19 18:44:28,6.5,7
469,2025-02-19 18:30:25,7.5,4
470,2025-02-19 18:36:15,13.25,6
471,2025-02-19 18:30:01,16.25,9
472,2025-02-19 18:29:00,6.75,2
473,2025-02-19 18:52:48,22.75,7
474,2025-02-19 18:23:09,8.0,11
475,2025-02-19 18:57:08,8.0,9
476,2025-02-19 18:06:11,8.0,7
477,2025-02-19 18:03:07,15.0,10
478,2025-02-19 18:48:39,6.25,10
479,2025-02-19 19:11:05,6.5,1
480,2025-02-19 19:50:21,8.0,6
481,2025-02-19 19:10:27,8.0,1
482,2025-02-19 19:47:13,7.5,3
483,2025-02-19 19:21:03,7.75,5
484,2025-02-19 19:05:49,9.0,3
485,2025-02-19 19:00:01,6.5,12
486,2025-02-19 19:01:32,15.0,4
487,2025-02-19 19:52:15,8.25,6
488,2025-02-19 19:44:06,8.75,4
489,2025-02-19 19:07:57,9.0,2
490,2025-02-19 19:04:01,9.0,2
491,2025-02-19 19:50:15,9.5,10
492,2025-02-19 19:06:15,6.75,10
493,2025-02-19 19:44:19,7.5,10
494,2025-02-19 19:11:39,7.0,9
495,2025-02-19 19:20:04,8.0,7
496,2025-02-19 19:32:13,7.0,7
497,2025-02-19 19:56:43,14.0,1
498,2025-02-19 19:02:29,15.25,7
499,2025-02-19 19:39:27,6.25,2
500,2025-02-19 19:25:54,6.75,9
501,2025-02-19 19:52:27,6.5,11
502,2025-02-19 19:35:38,23.25,4
503,2025-02-19 20:47:32,6.5,4
504,2025-02-19 20:12:09,15.5,5
505,2025-02-19 20:00:45,9.5,2
506,2025-02-19 20:40:24,5.25,4
507,2025-02-19 20:39:35,7.75,6
508,2025-02-19 20:05:09,23.25,12
509,2025-02-19 20:49:24,6.75,2
510,2025-02-19 20:57:40,18.25,1
511,2025-02-19 20:37:31,6.25,7
512,2025-02-19 20:11:54,8.0,2
513,2025-02-19 20:15:13,22.25,4
514,2025-02-19 20:54:53,6.5,10
515,2025-02-19 20:06:17,15.75,5
516,2025-02-19 20:24:45,15.25,10
517,2025-02-19 20:22:36,6.75,4
518,2025-02-19 20:09:39,8.5,4
519,2025-02-19 20:13:50,15.5,11
520,2025-02-19 20:15:11,15.25,6
521,2025-02-19 20:19:41,8.0,10
522,2025-02-19 20:42:07,17.0,6
523,2025-02-19 20:10:20,23.0,1
524,2025-02-19 20:45:41,7.25,1
525,2025-02-19 20:35:20,16.75,7
526,2025-02-19 20:07:38,6.75,4
527,2025-02-19 21:52:34,7.25,12
528,2025-02-19 21:36:33,21.75,9
529,2025-02-19 21:48:07,6.5,2
530,2025-02-19 21:28:28,8.75,5
531,2025-02-20 08:46:46,8.75,3
532,2025-02-20 08:54:05,14.75,1
533,2025-02-20 08:15:38,7.5,4
534,2025-02-20 08:51:01,8.75,1
535,2025-02-20 08:00:01,16.0,5
536,2025-02-20 08:39:52,8.0,3
537,2025-02-20 08:55:42,6.75,3
538,2025-02-20 08:34:02,8.25,2
539,2025-02-20 08:02:22,7.0,6
540,2025-02-20 09:28:06,8.25,10
541,2025-02-20 09:05:11,7.75,5
542,2025-02-20 09:51:44,8.5,3
543,2025-02-20 09:12:32,6.5,12
544,2025-02-20 09:11:59,8.0,5
545,2025-02-20 09:58:19,14.0,7
546,2025-02-20 09:23:30,8.0,12
547,2025-02-20 09:14:00,7.25,5
548,2025-02-20 09:50:15,7.5,5
549,2025-02-20 10:49:53,15.5,2
550,2025-02-20 10:25:20,5.75,7
551,2025-02-20 10:42:20,21.75,3
552,2025-02-20 10:42:43,7.75,8
553,2025-02-20 10:42:05,7.0,10
554,2025-02-20 10:32:21,7.5,8
555,2025-02-20 10:10:50,6.75,6
556,2025-02-20 10:17:24,14.25,12
557,2025-02-20 10:39:04,9.5,7
558,2025-02-20 11:35:46,8.25,11
559,2025-02-20 11:08:32,20.75,12
560,2025-02-20 11:41:36,7.25,10
561,2025-02-20 11:22:38,6.5,7
562,2025-02-20 11:30:53,23.75,7
563,2025-02-20 11:42:19,7.0,8
564,2025-02-20 11:19:52,7.5,10
565,2025-02-20 11:27:30,14.0,8
566,2025-02-20 11:41:01,7.75,11
567,2025-02-20 11:29:56,16.0,10
568,2025-02-20 11:28:35,7.25,6
569,2025-02-20 11:52:52,8.5,12
570,2025-02-20 11:10:31,8.0,3
571,2025-02-20 11:24:38,18.25,2
572,2025-02-20 11:19:20,7.0,11
573,2025-02-20 11:02:16,7.5,5
574,2025-02-20 11:04:56,7.25,9
575,2025-02-20 11:09:05,9.75,12
576,2025-02-20 11:47:38,8.5,2
577,2025-02-20 11:26:35,7.0,3
578,2025-02-20 11:08:33,8.25,2
579,2025-02-20 11:00:48,8.25,5
580,2025-02-20 11:44:07,7.0,1
581,2025-02-20 11:55:27,6.25,8
582,2025-02-20 11:19:02,8.75,8
583,2025-02-20 11:41:19,18.75,10
584,2025-02-20 11:35:55,7.0,9
585,2025-02-20 11:51:58,7.25,3
586,2025-02-20 11:29:41,7.0,3
587,2025-02-20 12:21:40,6.75,9
588,2025-02-20 12:05:35,7.75,1
589,2025-02-20 12:39:14,15.5,5
590,2025-02-20 12:13:29,6.75,9
591,2025-02-20 12:47:52,9.0,7
592,2025-02-20 12:38:00,6.75,1
593,2025-02-20 12:34:21,8.5,10
594,2025-02-20 12:35:55,14.75,3
595,2025-02-20 12:15:28,14.75,11
596,2025-02-20 12:35:28,8.75,8
597,2025-02-20 12:47:40,6.75,7
598,2025-02-20 12:22:08,15.75,12
599,2025-02-20 12:12:13,8.75,7
600,2025-02-20 12:17:36,6.25,2
601,2025-02-20 12:00:55,7.5,5
602,2025-02-20 12:49:58,13.0,1
603,2025-02-20 12:40:33,7.0,12
604,2025-02-20 12:00:56,6.5,3
605,2025-02-20 12:29:08,6.0,11
606,2025-02-20 12:51:21,15.0,6
607,2025-02-20 12:58:58,6.75,11
608,2025-02-20 12:06:21,6.75,5
609,2025-02-20 12:11:06,13.5,7
610,2025-02-20 12:26:31,6.75,3
611,2025-02-20 12:19:21,7.25,1
612,2025-02-20 12:51:55,17.25,4
613,2025-02-20 12:17:17,6.5,9
614,2025-02-20 12:41:56,6.5,1
615,2025-02-20 12:58:41,6.25,11
616,2025-02-20 13:20:56,14.25,9
617,2025-02-20 13:21:46,7.0,2
618,2025-02-20 13:16:24,15.25,8
619,2025-02-20 13:36:03,7.0,1
620,2025-02-20 13:49:27,14.5,8
621,2025-02-20 13:41:22,6.25,11
622,2025-02-20 13:24:25,7.0,9
623,2025-02-20 13:46:04,8.25,1
624,2025-02-20 13:11:10,9.0,7
625,2025-02-20 13:40:35,14.75,9
626,2025-02-20 13:26:38,7.5,7
627,2025-02-20 13:00:59,7.0,2
628,2025-02-20 13:58:54,15.5,1
629,2025-02-20 13:32:55,6.75,2
630,2025-02-20 13:37:05,13.25,9
631,2025-02-20 13:38:48,7.25,11
632,2025-02-20 13:58:21,16.75,1
633,2025-02-20 13:11:30,6.25,12
634,2025-02-20 13:07:48,8.0,2
635,2025-02-20 13:29:19,6.5,4
636,2025-02-20 13:44:26,8.0,11
637,2025-02-20 13:41:21,6.5,5
638,2025-02-20 13:38:50,6.75,10
639,2025-02-20 13:18:41,7.75,5
640,2025-02-20 13:43:25,6.5,1
641,2025-02-20 13:48:36,8.5,9
642,2025-02-20 13:17:51,8.0,10
643,2025-02-20 13:44:32,22.0,7
644,2025-02-20 13:47:48,23.75,7
645,2025-02-20 14:54:08,13.0,9
646,2025-02-20 14:06:26,7.0,9
647,2025-02-20 14:11:47,8.5,8
648,2025-02-20 14:10:28,7.25,9
649,2025-02-20 14:58:34,15.0,8
650,2025-02-20 14:40:10,9.0,6
651,2025-02-20 14:28:11,7.25,10
652,2025-02-20 14:46:48,8.25,6
653,2025-02-20 14:51:56,8.25,10
654,2025-02-20 14:35:41,15.5,3
655,2025-02-20 14:09:32,8.0,12
656,2025-02-20 14:52:03,7.25,11
657,2025-02-20 14:11:55,14.0,6
658,2025-02-20 14:49:09,15.0,2
659,2025-02-20 14:34:40,13.5,8
660,2025-02-20 14:03:22,7.0,10
661,2025-02-20 14:50:33,6.75,3
662,2025-02-20 15:51:23,6.75,6
663,2025-02-20 15:34:49,6.25,1
664,2025-02-20 15:41:42,14.5,8
